name,price_x,release_date,review_no,review_type,tags,description,Release_date,releasedate,copiessold,price_y,revenue,avgplaytime,reviewscore,publisherclass,publishers,developers,steamid
Session: Skate Sim Abandoned Mall,4.49,2023-10-26,44.0,Mostly Positive,"Sports,Simulation,Indie,Singleplayer,Skateboarding,Action,Realistic,Third Person,Exploration,Difficult,Strategy,Early Access,Family Friendly,Funny,Physics,Character Customization,Skating,Immersive Sim,Parkour,Multiplayer",The skatepark skateboarders have been dreaming of. Check out the Abandoned Mall and find all the new spots where you can perform your best tricks.,2023-10-26,,,,,,,,,,
Setteeh,4.49,2024-08-02,179.0,Mostly Positive,"Horror,Psychological Horror,First-Person,Singleplayer,Story Rich,Atmospheric,Dark,Audio Production,Simulation,Psychological,Historical,Action,Puzzle,Action-Adventure,Exploration,Hidden Object,Realistic,America,Survival,Thriller",Setteeh - is a horror game created based on real stories of Yakutia residents. Each episode of the game tells a new story.,2024-08-02,02-08-2024,3282.0,7.99,21898.0,1.3897732481642742,80.0,Indie,MonsterAttack,MonsterAttack,1566450.0
Seven Lovers In The House,,,,,,,,26-03-2024,43904.0,9.99,305905.0,5.261912776052523,82.0,Indie,Concrete Interactive顽石发行,Tofu Studio,2774830.0
Seven Nations,1.29,2019-07-18,20.0,Mixed,"Action,Casual,Indie,Simulation,Strategy,Early Access,RTS,Tactical,Fantasy,Real-Time,Singleplayer,Arcade,Real Time Tactics,Pixel Graphics,Retro,War,Relaxing,Grand Strategy,Wargame,Family Friendly",The leaders of the seven nations failed to reach a peace agreement. All kingdoms are now at war.,2019-07-18,,,,,,,,,,
Seven Nights Ghost,6.19,2023-08-31,473.0,Very Positive,"Hidden Object,Dating Sim,Dark Comedy,Survival Horror,Indie,Horror,Singleplayer,3D,Multiple Endings,Controller,Action,Action-Adventure,First-Person,Realistic,Dark,Tutorial,Cute,Sexual Content","""Peaceful days full of curses""

A heartwarming horror game about exploring in a mysterious company housing and living with a ghost for 7 days",2023-08-31,,,,,,,,,,
Severed Steel,8.49,2021-09-17,4241.0,Overwhelmingly Positive,"FPS,Bullet Time,Action,Parkour,Shooter,Female Protagonist,First-Person,Destruction,Stylized,Singleplayer,Cyberpunk,Voxel,3D,Soundtrack,Electronic,Indie,Violent,Level Editor,Time Attack,Mature","An intense single-player FPS featuring a stylish movement system, completely destructible levels, and an acclaimed OST.",2021-09-17,,,,,,,,,,
Sex City: 2069,,,,,,,,20-07-2024,3751.0,14.99,30759.0,1.5297924373325982,65.0,Indie,Octo Games,Octo Games,2487130.0
Sex College 🔞,,,,,,,,23-03-2024,6811.0,9.99,48572.0,4.650505722876416,75.0,Indie,Lust Desires 🖤,Lust Desires 🖤,2820590.0
Sex Detective [18+],,,,,,,,20-01-2024,6159.0,9.99,39057.0,2.62368680328011,74.0,Indie,BanzaiProject,BanzaiProject,2732510.0
Sex Euphoria 💖,,,,,,,,03-02-2024,8232.0,9.99,54348.0,1.6484623283506317,74.0,Indie,Romantic Room,Romantic Room,2740180.0
Sex Faculty🔞,,,,,,,,09-03-2024,7182.0,9.99,46668.0,1.8866371645860305,76.0,Indie,BanzaiProject,BanzaiProject,2834180.0
Sex Formula,,,,,,,,05-09-2024,6030.0,39.99,217025.0,1.3852123208746496,77.0,Indie,MIGI STUDIO,MIGI STUDIO,2889660.0
Sex Magic 🔮,,,,,,,,24-02-2024,8640.0,9.99,52803.0,1.5494840840141335,74.0,Indie,Lust Desires 🖤,Lust Desires 🖤,2800520.0
Sex Universe [18+],,,,,,,,11-05-2024,4485.0,9.99,25061.0,1.3838816447480855,72.0,Indie,Octo Games,Octo Games,2888360.0
"Sex and the Furry Titty 3: Come Inside, Sweety",,,,,,,,16-05-2024,10393.0,9.99,81316.0,4.081956048561926,91.0,Indie,Furlough Games PBS,Furlough Games,2221840.0
Sex of Thrones 👑,,,,,,,,25-05-2024,41711.0,14.99,388950.0,2.4595185609427723,77.0,Indie,Taboo Tales 💘,Taboo Tales 💘,2480200.0
"Sex, Camera, Action! 🔞",,,,,,,,27-07-2024,5419.0,9.99,30951.0,1.8185943631721628,78.0,Indie,Play & Cum 💦,Play & Cum 💦,2955820.0
"Sex, Please",,,,,,,,24-05-2024,38909.0,5.99,145765.0,1.5732950377279882,74.0,Indie,Evil Boobs Cult,Evil Boobs Cult,2608620.0
Shadow Complex Remastered,14.99,2016-05-03,415.0,Very Positive,"Action,Metroidvania,Platformer,Side Scroller,2.5D,Singleplayer,Sci-fi,Shooter,Adventure,Action-Adventure,2D","ChAIR’s fresh twist on classic side-scrolling design with modern gameplay is amplified in Shadow Complex Remastered. 

10+ hrs of exploration and fast-paced combat from award-winning original game, updated with graphical enhancements, dynamic melee take-downs, and new Master Challenges.",2016-05-03,,,,,,,,,,
Shadow Corridor,4.49,2019-03-08,1675.0,Very Positive,"Horror,Action,Indie,First-Person,Psychological Horror,Singleplayer,Survival Horror,Roguelike,Multiplayer","Now on Steam, revamped with brand new content! Immerse yourself in the latest chapter of the popular, Japanese indie horror title, Kageroh: Shadow Corridor.

Survive against the onslaught of horrors that lie in wait in eerie, traditional Japanese locales that change with every playthrough. Can you escape the clutches of the encroaching Noh mask? The Shadow Corridor awaits...",2019-03-08,,,,,,,,,,
Shadow Corridor 2 雨ノ四葩,7.99,2024-03-30,587.0,Very Positive,"Horror,Procedural Generation,Stealth,Roguelike,Deckbuilding,Psychological Horror,Action,Story Rich,Dark,Adventure,Female Protagonist,Strategy,JRPG,Roguelite,3D,First-Person,Survival,Survival Horror,Thriller,Singleplayer",Lost forever in the pitch black! But that's what makes it fun! The vast corridors covered in darkness change with each play. All you can do is run or hide from the frightening Apparitions. Use unique items and Karuta cards with special powers in your desperate search for an escape from the darkness!,2024-03-30,29-03-2024,20555.0,18.99,307662.0,33.5026854448185,87.0,Indie,Space Onigiri Game LLC,Space Onigiri Game LLC,2310700.0
Shadow Gambit: The Cursed Crew,14.99,2023-08-17,3338.0,Very Positive,"Strategy,Tactical RPG,Stealth,RPG,Fantasy,RTS,Tactical,Party-Based RPG,Dark Fantasy,Exploration,Singleplayer,Action,Pirates,Atmospheric,Character Customization,Real Time Tactics,Colorful,Real-Time with Pause,Magic,Story Rich","Welcome to the Lost Caribbean! In this stealth strategy game, join a ghost ship with a living soul and assemble a cursed pirate crew. Embrace magical powers to defy the menacing army of the Inquisition, who stands between you and the mysterious treasure of the legendary Captain Mordechai.",2023-08-17,,,,,,,,,,
Shadow Gambit: Yuki's Wish,6.74,2023-12-06,62.0,Very Positive,"Strategy,Action,RPG,Tactical RPG,Fantasy,Stealth,RTS,Tactical,Dark Fantasy,Party-Based RPG,Exploration,Singleplayer,Character Customization,Atmospheric,Colorful,Magic,Story Rich,Real Time Tactics,Pirates,Real-Time with Pause","Yuki and Kuma from Shadow Tactics: Blades of the Shogun return! Recruit them to your pirate crew, explore the enchanted Japanese island “Dragon’s Dream”, and experience six new story missions. Will you solve the dragon's riddle and fulfill Yuki's wish?",2023-12-06,,,,,,,,,,
Shadow Gambit: Zagan's Ritual,6.74,2023-12-06,43.0,Positive,"Strategy,RPG,Tactical RPG,Stealth,Fantasy,RTS,Tactical,Dark Fantasy,Exploration,Action,Party-Based RPG,Singleplayer,Character Customization,Atmospheric,Colorful,Magic,Story Rich,Real Time Tactics,Pirates,Real-Time with Pause","""Zagan the Apostate"" is inviting you to his ominous laboratory. Recruit the zealous scientist and former Inquisition member to your crew, set sail to an eldritch castle island and experience a new campaign. Will you unveil the secrets of the Inquisition’s holy flame?",2023-12-06,,,,,,,,,,
Shadow Madness,6.99,2022-02-15,16.0,Mostly Positive,"Action,Adventure,RPG,Action RPG,Action-Adventure,JRPG,3D,Anime,Top-Down,Dystopian ,Fantasy,Futuristic,Medieval,Pirates,Retro,Sci-fi,Singleplayer","The world of Arkose is in Chaos as a mysterious plague, known as ""Shadow Madness"", ravages the land.



With no cure, it strikes without warning, leaving vile creatures and piles of dust where its victims once stood. As the one hope to this doomed land, you must stop this scourge before it stops you.",2022-02-15,,,,,,,,,,
Shadow Man Remastered,8.19,2021-04-15,1064.0,Overwhelmingly Positive,"Action,Adventure,Action-Adventure,Platformer,Horror,Shooter,Exploration,Puzzle,Third Person,Metroidvania,3D Platformer,3D,Atmospheric,Third-Person Shooter,Retro,Dark,Old School,Demons,Surreal,Combat","He is coming, stalking criminals in the spirit world and the real world. A possessed man is coming, a voodoo mask in his chest and lines of power in his back. Shadow Man is coming, trailing evil from Liveside to Deadside. To stop an apocalypse. To save your soul.",2021-04-15,,,,,,,,,,
Shadow Tactics: Aiko's Choice,10.99,2021-12-06,3405.0,Very Positive,"Real Time Tactics,Strategy,Isometric,Action,Stealth,Adventure,RTS,Assassin,Puzzle,Atmospheric,Ninja,Historical,Tactical,Singleplayer,Survival,Indie,Violent,Difficult,Military,Building","Aiko's Choice is the anticipated standalone expansion to the acclaimed stealth strategy game Shadow Tactics. Set in Edo Japan, you take control of the skillful kunoichi adept Aiko and her deadly assassin friends to hunt down the ghosts of her past.",2021-12-06,,,,,,,,,,
Shadow Tactics: Blades of the Shogun,19.99,2016-12-06,28929.0,Overwhelmingly Positive,"Stealth,Strategy,Tactical,Ninja,Real Time Tactics,Singleplayer,Indie,Isometric,Assassin,Historical,Action,RTS,Difficult,Violent,Atmospheric,Third Person,Adventure,Survival,Puzzle,Great Soundtrack","Shadow Tactics is a hardcore tactical stealth game set in Japan around the Edo period. A new Shogun seizes power over Japan and enforces nationwide peace. In his battle against conspiracy and rebellion, he recruits five specialists with extraordinary skills for assassination, sabotage and espionage.",2016-12-06,,,,,,,,,,
Shadow Warrior,10.49,2013-09-26,15181.0,Very Positive,"Action,FPS,Swordplay,Gore,Comedy,First-Person,Hack and Slash,Singleplayer,Shooter,Adventure,Old School,Ninja,Dark Humor,Great Soundtrack,Demons,Reboot,Funny,Remake,Classic,Atmospheric",Shadow Warrior is a bold reimagining of the classic 3D Realms’ shooter from independent developer Flying Wild Hog (Hard Reset) starring the legendary and quick-witted warrior Lo Wang.,2013-09-26,,,,,,,,,,
Shadow Warrior 2,10.49,2016-10-13,22734.0,Very Positive,"Action,Gore,Looter Shooter,FPS,Co-op,Multiplayer,Ninja,Hack and Slash,Shooter,Swordplay,First-Person,Comedy,Open World,Demons,Loot,Funny,Singleplayer,Adventure,Parkour,Memes","Shadow Warrior 2 is the stunning evolution of Flying Wild Hog’s offbeat first-person shooter starring the brash warrior Lo Wang, who must again wield a devastating combination of guns, blades, magic and wit to strike down the demonic legions overwhelming the world.",2016-10-13,,,,,,,,,,
Shadow Warrior 3: Definitive Edition,21.99,2022-03-01,4091.0,Mixed,"FPS,Action,Adventure,Shooter,Arena Shooter,Beautiful,First-Person,Cinematic,Colorful,Gore,Atmospheric,Realistic,Dark,Demons,Dark Fantasy,Destruction,Dragons,Fantasy,Funny,Ninja","Take an adrenaline-fueled journey through a mythical Japanese realm in the Definitive Edition of Shadow Warrior 3, packed with new features, and enjoy an ultraviolent blend of fast-paced gunplay, razor-sharp melee combat, and spectacular free-running movement.",2022-03-01,,,,,,,,,,
Shadow of the Black Dragon,0.9,2018-02-27,17.0,Mixed,"Action,Adventure,Indie,RPG,RPGMaker,Action RPG,Abstract,Fantasy,Funny,Singleplayer,Turn-Based Combat,Party-Based RPG,JRPG",An epic RPG where ancient legends return to alter your fate. Choose from fifteen different class combinations for each of the four characters you get in your party.,2018-02-27,,,,,,,,,,
Shadow of the Depth,6.99,2024-04-23,360.0,Mostly Positive,"Indie,Action,Action Roguelike,Hack and Slash,Roguelite,RPG,Roguelike,Dungeon Crawler,Singleplayer,Replay Value,Difficult,Action RPG,Hand-drawn,Atmospheric,Perma Death,2D,Top-Down,Adventure,Souls-like,Stylized",Shadow of the Depth is a top-down action Roguelite game. Delve into a dungeon world of light and shadow to eradicate the monsters that ravage your home. Be prepared to step into the abyss before you!,2024-04-23,22-04-2024,16453.0,14.99,201940.0,8.217366605525815,72.0,Indie,ChillyRoom,ChillyRoom,2100150.0
Shadow of the Ninja - Reborn,7.37,2024-08-29,287.0,Mostly Positive,"Action,Side Scroller,Action RPG,Ninja,Retro,2D Platformer,2D,Platformer,Anime,Cartoon,Colorful,Action-Adventure,RPG,Remake,Multiplayer,Singleplayer,Adventure,2D Fighter,Local Co-Op,Pixel Graphics","After 34 years in the shadows, prepare to see this legendary action adventure in a new light! Looking and playing better than ever before, Shadow of the Ninja - Reborn is Tengo Project’s remake of a cult classic, that the fans have been waiting for.",2024-08-29,29-08-2024,5173.0,19.99,83756.0,4.068742919986549,0.0,Indie,"NatsumeAtari,Edigger,United Games Entertainment GmbH",NatsumeAtari,2543760.0
Shadow of the Tomb Raider: Definitive Edition,27.72,2018-09-14,57939.0,Very Positive,"Adventure,Action,Female Protagonist,Singleplayer,Open World,Third Person,Story Rich,Puzzle,Stealth,Action-Adventure,Exploration,Survival,Violent,Atmospheric,Shooter,Gore,Great Soundtrack,Multiplayer,Dark,Heist","As Lara Croft races to save the world from a Maya apocalypse, she must become the Tomb Raider she is destined to be.",2018-09-14,,,,,,,,,,
Shadows Peak,5.49,2017-03-13,269.0,Mostly Positive,"Mystery,Horror,Survival Horror,Action,Indie,Atmospheric,Open World,Adventure,Supernatural,FPS,Shooter,Singleplayer,Psychological Horror,First-Person,Exploration,Hunting,Thriller,Dark,Gore,Survival","Shadows Peak is an atmospheric, open-world horror game focused on exploration that doesn't hold your hand. You play as a writer who has decided to visit a mysterious place called Shadows Peak to gather materials for a new book about legends.",2017-03-13,,,,,,,,,,
Shadows of Doubt,12.49,2023-04-24,9761.0,Very Positive,"Detective,Immersive Sim,Sandbox,Noir,Voxel,Procedural Generation,Stealth,First-Person,Open World,Puzzle,Singleplayer,Cyberpunk,Adventure,Action,RPG,Indie,Action RPG,Pixel Graphics,Atmospheric,Hacking",An immersive sandbox detective stealth game set in a fully simulated sci-fi noir city of crime and corruption. Think like a private investigator and take on jobs to earn cash on your path to catching a serial killer. If you don’t catch them - they will kill again…,2023-04-24,,,,,,,,,,
Shadows: Awakening,5.6,2018-08-31,1469.0,Mostly Positive,"RPG,Action,Hack and Slash,Isometric,Singleplayer,Dark Fantasy,Loot,Action RPG,Fantasy,Puzzle,Magic,Real-Time,Story Rich,Party-Based RPG,Atmospheric,Demons,CRPG,Narration,Crafting,Adventure","Shadows: Awakening is a unique, isometric single-player RPG with real-time tactical combat. You embark on an epic adventure with challenging gameplay, a gripping storyline and enchanting graphics.",2018-08-31,,,,,,,,,,
Shadows: Awakening - The Chromaton Chronicles,1.91,2018-10-26,10.0,Positive,"Action,RPG",Shadows: Awakening – The Chromaton Chronicles leads you to the northern edge of Thole. There lies the mysterious Arcanum Laboratory – a long since abandoned place known for its ruthless and immoral magical experiments.,2018-10-26,,,,,,,,,,
Shadwen,3.73,2016-05-17,981.0,Mostly Positive,"Action,Stealth,Adventure,Female Protagonist,Assassin,Medieval,Singleplayer,Third Person,Physics,Time Manipulation,Level Editor,Atmospheric,Crafting,Strategy,Puzzle,Indie,Open World,Action-Adventure,Dark,Great Soundtrack",Shadwen is a 3rd person stealth-action game where the only rule is to remain unseen. Stay hidden - or the ruthless guards will kill you on sight!,2016-05-17,,,,,,,,,,
Shakedown: Hawaii,1.22,2020-10-20,441.0,Very Positive,"Open World,Top-Down Shooter,Twin Stick Shooter,Sandbox,Driving,2D,Building,Character Customization,Top-Down,Pixel Graphics,Funny,Parody ,Action,Story Rich,Colorful,Crime,Comedy,Adventure,1990's,Retro","Build a ""legitimate"" corporation via open world missions, shakedowns, sabotage and property acquisition.",2020-10-20,,,,,,,,,,
Shanghai Summer,,,,,,,,07-02-2024,3771.0,12.99,39145.0,2.7283112400338663,0.0,Indie,Astrolabe Games,FUTU Studio,1323830.0
Shantae and the Pirate's Curse,19.99,2015-04-23,1639.0,Very Positive,"Platformer,Metroidvania,Female Protagonist,Great Soundtrack,2D,Pixel Graphics,Action,Adventure,Anime,Indie,Cute,Singleplayer,Pirates,Funny,Side Scroller,RPG,Sexual Content,Difficult,Comedy,Exploration","Embark on an all-new adventure with Shantae, the hair-whipping belly dancing genie. After losing her magic, Shantae teams up with the nefarious pirate Risky Boots in order to save Sequin Land from a curse. As a pirate, Shantae gains new weapons to advance her quest, slay monsters, battle epic bosses…and hopefully get her magic back in the bargain!",2015-04-23,,,,,,,,,,
Shantae and the Seven Sirens,10.49,2020-05-28,1332.0,Very Positive,"Female Protagonist,Metroidvania,Platformer,Adventure,Cute,2D,Anime,Great Soundtrack,Funny,Indie,2D Platformer,Singleplayer,Action,Comedy,Exploration,Sexual Content,Side Scroller,Fantasy","Shantae is back in an all-new tropical adventure! In her fifth outing, the Half-Genie hero gains new Fusion Magic abilities to explore a vast sunken city, makes new Half-Genie friends, and battles the Seven Sirens in her biggest, most thrilling quest yet!",2020-05-28,,,,,,,,,,
Shantae: Half-Genie Hero,19.99,2016-12-20,1931.0,Very Positive,"Female Protagonist,Platformer,Metroidvania,Cute,Action,Side Scroller,Singleplayer,Anime,2.5D,Hand-drawn,Adventure,2D,Indie,Funny,Kickstarter,Fantasy,Comedy,Action-Adventure,Crowdfunded,Great Soundtrack","Shantae embarks on her first full HD adventure! When a mysterious crime wave sweeps Sequin Land, it’s up to Half-Genie Hero Shantae to save the day! Use Shantae’s devastating Hair-Whip Attack to send monsters flying, or Belly Dance to transform her into more powerful forms! Topple the masterminds behind each criminal caper and prepare for the ultimate showdown against Shantae’s arch nemesis - the bodacious buccaneer Risky Boots!",2016-12-20,,,,,,,,,,
Shantae: Half-Genie Hero Ultimate Edition,5.24,2018-05-08,720.0,Very Positive,"Female Protagonist,Platformer,Indie,Adventure,Metroidvania,Action,Pirates,Anime,Great Soundtrack,2D,Side Scroller,Cute,Singleplayer,Sexual Content","The ultimate edition of Shantae: Half-Genie Hero comes with all of the previously released DLC, Modes, and Costumes in one epic collection!  Includes an exclusive Blue Bathing Suit for use in Beach Mode!",2018-05-08,,,,,,,,,,
Shantae: Risky's Revenge - Director's Cut,4.99,2014-07-16,1105.0,Very Positive,"Platformer,Female Protagonist,Metroidvania,Pixel Graphics,Action,Great Soundtrack,2D,Indie,Singleplayer,Adventure,Anime,Cute,Funny,Retro,Side Scroller,Fantasy,Comedy,Pirates,Colorful","Shantae: Risky’s Revenge – Director’s Cut brings hair-whipping, belly-dancing to your PC!  Play one of the most critically acclaimed handheld series of all time, now with brand new features!",2014-07-16,,,,,,,,,,
Shaolin vs Wutang,6.79,2018-07-26,910.0,Very Positive,"Indie,Action,Casual,Martial Arts,Fighting,2D Fighter,Early Access",Shaolin vs Wutang is a INDIE love letter to Martial Arts and classic Kung Fu films. Made for casual game fans not intended for Hardcore Fighting Game players.,2018-07-26,,,,,,,,,,
Shaolin vs Wutang 2,7.49,2023-06-14,388.0,Very Positive,"Action,Indie,Martial Arts,Fighting,Beat 'em up,Casual",The sequel to Shaolin vs Wutang! Shaolin vs Wutang 2 is a INDIE love letter to Martial Arts and classic Kung Fu films. Made for casual game fans not intended for Hardcore Fighting Game players.,2023-06-14,,,,,,,,,,
Shape Shifter: Formations,3.19,2023-09-29,162.0,Very Positive,"Early Access,Arena Shooter,Action Roguelike,Bullet Hell,Local Co-Op,Roguelite,Co-op,Twin Stick Shooter,Roguelike,Top-Down Shooter,RPG,Top-Down,Action,Sci-fi,Action RPG,Shoot 'Em Up,Arcade,Score Attack,3D,Singleplayer","Shape Shifter: Formations is an action twin-stick shooter with rogue-lite elements, where you must destroy hordes of geometric enemies alone or with a friend. Select your ship and combine a large variety of weapons, abilities and infinitely stacking upgrades to craft your own unique build.",2023-09-29,,,,,,,,,,
SharpShooter3D,2.49,2023-07-14,942.0,Overwhelmingly Positive,"Action,FPS,Shooter,First-Person,3D,1990's,Dystopian ,Crime,Dark,Old School,Retro,Political,Combat,Story Rich,Nonlinear,Female Protagonist,Violent,Gore,6DOF,Singleplayer","SharpShooter3D is a first-person subculture shooter in the best old school traditions.

Burn! Destroy! Kill! Kill! Kill!",2023-07-14,,,,,,,,,,
Shashingo: Learn Japanese with Photography,,,,,,,,27-02-2024,14012.0,19.99,229922.0,4.261561103643061,95.0,Indie,Autumn Pioneer,Autumn Pioneer,1632490.0
Shatter,1.29,2010-03-16,614.0,Overwhelmingly Positive,"Great Soundtrack,Indie,Arcade,Action,Local Co-Op,Fast-Paced,Singleplayer,Co-op,Psychedelic,Stylized,Sci-fi,Space,Casual,Local Multiplayer,Rhythm,Adventure,Soundtrack,Electronic Music",Shatter is a retro-inspired brick-breaking game that merges familiar action with unique twists and a modern crafted production approach.,2010-03-16,,,,,,,,,,
Shell Runner,6.99,2024-07-15,56.0,Mixed,"Action,Extraction Shooter,Survival,Looter Shooter,Shooter,Top-Down Shooter,Action Roguelike,Dystopian ,Inventory Management,Cyberpunk,Loot,Singleplayer,Co-op,Roguelite,3D,Colorful,Stylized,Top-Down,PvE,Futuristic","2045. Life's never been cheaper. Shells mean you can come back if you have money. You used to. Now you're on the bottom in a cyberpunk sprawl. Claw your way back up through wet work as a Shell Runner, in a PvE extraction looter shooter, where a gig can make you rich - or broke.",2024-07-15,15-07-2024,1956.0,14.99,23560.0,1.843664561462228,65.0,Indie,indie.io,Reija,2622280.0
ShellShock Live,3.99,2020-05-22,28275.0,Very Positive,"Tanks,Multiplayer,Strategy,2D,Action,Turn-Based,Shooter,Casual,Early Access,Online Co-Op,Massively Multiplayer,Indie,Colorful,Funny,Co-op,Turn-Based Strategy,Singleplayer,Physics,Great Soundtrack,Family Friendly","Demolish your friends with hundreds of upgradable weapons shot from your customizable tank in this action-packed online multiplayer tanks game.  Earn XP to level up and unlock new tanks, weapons, and gear. Fight against or alongside your friends for strategic team or free-for-all matches.",2020-05-22,,,,,,,,,,
Shenmue I & II,34.99,2018-08-21,1813.0,Very Positive,"Adventure,Open World,Story Rich,Martial Arts,Classic,Action,RPG,Atmospheric,Fighting,Quick-Time Events,Cult Classic,Great Soundtrack,Singleplayer,Retro,JRPG,Beat 'em up,Epic,Third Person,Simulation,Anime",SEGA®’s most requested re-release of all time finally comes to a new generation. Shenmue delivers an epic story of revenge within a unique open world that is still unrivalled in depth and detail. Return to the epic saga that defined modern gaming. The saga begins…again.,2018-08-21,,,,,,,,,,
Shenmue III,22.99,2020-11-19,842.0,Mostly Positive,"Adventure,Action,Martial Arts,Open World,Story Rich,Singleplayer,Third Person,Quick-Time Events,Epic,Anime,Kickstarter,RPG,Cult Classic,Atmospheric,Fighting,Simulation,JRPG","Shenmue III sees the eagerly anticipated continuation of the epic story-driven saga. Take control of Ryo Hazuki, a teenage martial artist, determined to unravel the mystery behind his father's murder and to exact revenge on the killer.",2020-11-19,,,,,,,,,,
Sherlock Holmes Chapter One,19.95,2021-11-15,2881.0,Mostly Positive,"Detective,Open World,Story Rich,Mystery,Action,Choices Matter,Crime,Adventure,Action-Adventure,Investigation,Atmospheric,Combat,Exploration,Third Person,Multiple Endings,Narration,Psychological,Thriller,Emotional,Drama","In this story-driven detective thriller, a young Sherlock Holmes struggles to prove himself as he navigates an exotic, dangerous island in the Mediterranean to investigate the mystery of his mother’s death.",2021-11-15,,,,,,,,,,
Sherlock Holmes Chapter One - M for Mystery,6.99,2022-03-22,18.0,Mixed,"Action,Adventure,Open World,Third Person,Story Rich,Action-Adventure,Singleplayer,Detective,Controller,Investigation","Mycroft's agents were outsmarted, and confidential documents have been stolen. You are tasked with locating a shadowy figure known only as M. It appears there is a worthy opponent at large on Cordona.",2022-03-22,,,,,,,,,,
Sherlock Holmes Chapter One - Mycroft's Pride,6.99,2022-01-20,16.0,Mostly Positive,"Action,Adventure,Third Person,Story Rich,Detective,Investigation",Big brother Mycroft sends you a series of cases linked to homeland security. Make the Empire proud!,2022-01-20,,,,,,,,,,
Sherlock Holmes Chapter One - Victorian Starter Pack,3.49,2021-11-16,11.0,Mostly Negative,"Action,Adventure,Detective,Crime,Investigation,Open World,Third Person,Story Rich,Atmospheric,Singleplayer",Domination brings violence. Will Cordona's fragile peace break?,2021-11-16,,,,,,,,,,
Sherlock Holmes The Awakened,18.76,2023-04-11,1191.0,Very Positive,"Lovecraftian,Detective,Story Rich,Open World,Mystery,Horror,Action-Adventure,Exploration,Choices Matter,Psychological Horror,Controller,Narration,Action,Realistic,Atmospheric,Investigation,Adventure,Dark,Supernatural,Singleplayer","Experience a nerve-racking Lovecraftian adventure, rebuilt from the ground up with modern graphics and gameplay. Become Sherlock Holmes, and find yourself at the heart of the terrifying Cthulhu Mythos as you investigate a series of mysterious disappearances in Europe and the US.",2023-04-11,,,,,,,,,,
Sherlock Holmes: Crimes and Punishments,7.05,2014-09-30,5916.0,Very Positive,"Detective,Adventure,Mystery,Investigation,Crime,Puzzle,Story Rich,Atmospheric,Singleplayer,Point & Click,Choices Matter,Historical,Third Person,Open World,Action,First-Person,Mature,Classic,Horror,Indie","Become the most celebrated detective of all time: Sherlock Holmes! Use your impressive talents as a detective to solve six thrilling and varied cases: murders, missing persons, spectacular thefts and numerous investigations that sometimes lead you into the realms of the fantastic.",2014-09-30,,,,,,,,,,
Sherlock Holmes: The Devil's Daughter,19.99,2016-06-10,10985.0,Very Positive,"Adventure,Detective,Mystery,Story Rich,Puzzle,Crime,Thriller,Singleplayer,Third Person,Action,Atmospheric,Investigation,Point & Click,Choices Matter,First-Person,Action-Adventure,3D,Casual,Controller,Multiplayer","Experience a fantastic adventure with unique gameplay that blends investigation, action and exploration in a breath-taking thriller that will test the limits of your nerves and intelligence. Play as the great detective and track down evil in the darkest corners of London and the human soul…",2016-06-10,,,,,,,,,,
Sherwood Extreme,,,,,,,,29-04-2024,1589.0,19.99,25077.0,3.596430164747675,78.0,Indie,CAGE Studios,CAGE Studios,1340180.0
Sheryl ~The Alchemist of the Island Ruins~,,,,,,,,19-04-2024,13210.0,17.99,179743.0,5.946683096741738,85.0,Indie,Kagura Games,Pakkuri Paradise,2787300.0
Shhh!,1.29,2023-12-11,246.0,Mostly Positive,"Adventure,Action,Simulation,Walking Simulator,Exploration,Immersive Sim,Cinematic,Stylized,First-Person,Realistic,1990's,Horror,Atmospheric,Psychological Horror,Linear,Singleplayer,Perma Death",Face a terrifying experience but don't scream! If you make noise... It's game over! (You will need a Microphone)!,2023-12-11,,,,,,,,,,
Shieldwall,11.99,2023-04-18,5660.0,Very Positive,"Action,Simulation,Medieval,Sandbox,War,Strategy,Funny,Rome,Colorful,Historical,Indie,Adventure,Third Person,Singleplayer,PvP,Comedy,Casual,Multiplayer,Physics,3D",Shieldwall is a funny third-person tactical battle simulator with strategy elements. It allows you to feel like a squad leader right on the battlefield.,2023-04-18,,,,,,,,,,
Shift Happens,0.89,2017-02-22,2652.0,Very Positive,"Co-op,Online Co-Op,Local Co-Op,Puzzle Platformer,Local Multiplayer,Puzzle,Family Friendly,Multiplayer,Indie,Controller,2D Platformer,Action,Platformer,2.5D,Funny,Side Scroller,2D,Colorful,Team-Based,Singleplayer","Shift Happens is a cooperative platformer for two. You and a friend shift your mass, throw each other and puzzle your way through four stages of stylized imaginary worlds. Including the occasional backstabbing and taunting. Play with a friend on a couch, online or even special singleplayer levels.",2017-02-22,,,,,,,,,,
Shikhondo(食魂徒) - Soul Eater,5.49,2017-10-09,197.0,Very Positive,"Indie,Action,Shoot 'Em Up,Bullet Hell,Casual,Shooter,Anime,Female Protagonist,Singleplayer,Arcade","Select one of the Grim Reaper or girl. 

Find escaped yokai from limbo, extricate soul that they absorbed. You must reseal them after",2017-10-09,,,,,,,,,,
